transcript_id,gene_id,VXZQDSSGHVXESRCU,GFVFCKEMORKYYMLY,DZSVCTWUYNSXZPKA,OXBCHWNYNTPSSTGN,YFLQYUFTSERFAPKN,GDIOTRNJDLZYKHKX,WXOFHUORVFJYNQPU,QSSRZDSPSKYUXCHP
ENSMUST00000223553.1,ENSMUSG00000031155.16,40,48,97,36,61,20,52,1
ENSMUSG00000032570.17_105412623_105495057_1,ENSMUSG00000032570.17,14,17,33,27,33,13,14,1
ENSMUST00000159300.7,ENSMUSG00000021597.16,1,1,1,0,1,2,3,0
ENSMUSG00000028138.8_138447081_138455316_1,ENSMUSG00000028138.8,58,72,121,32,89,30,49,8
ENSMUST00000004508.12,ENSMUSG00000004394.12,106,129,213,95,190,85,110,6
ENSMUST00000177236.7,ENSMUSG00000030788.16,53,74,115,52,101,35,54,3
ENSMUSG00000097047.2_84954967_84957423_1,ENSMUSG00000097047.2,5,7,10,12,8,5,9,0
ENSMUSG00000081406.4_75191073_75191834_1,ENSMUSG00000081406.4,14,12,16,5,10,2,9,0
ENSMUSG00000014329.14_70956196_71159690_1,ENSMUSG00000014329.14,3,4,8,0,6,1,2,0
ENSMUST00000023085.6,ENSMUSG00000022450.6,1161,1291,2591,944,1960,868,1601,100
ENSMUSG00000024400.16_31804098_31834088_1,ENSMUSG00000024400.16,17,27,58,33,51,21,36,4
ENSMUSG00000028809.16_135320491_135327223_1,ENSMUSG00000028809.16,79,78,150,77,109,64,138,8
ENSMUSG00000057789.14_27019812_27025893_1,ENSMUSG00000057789.14,140,173,359,124,199,127,192,12
ENSMUSG00000021906.14_32085877_32103202_1,ENSMUSG00000021906.14,18,34,30,21,40,10,19,0
ENSMUSG00000037070.10_78506533_78508898_2,ENSMUSG00000037070.10,13,13,6,20,10,9,6,2
ENSMUSG00000037070.10_78506533_78508898_1,ENSMUSG00000037070.10,12,14,12,9,6,7,0,0
ENSMUSG00000027406.12_130279313_130279643_1,ENSMUSG00000027406.12,55,44,65,20,78,23,46,1
ENSMUST00000026547.8,ENSMUSG00000025474.9,9,25,24,17,8,9,11,0
ENSMUST00000179144.1,ENSMUSG00000094199.1,0,0,0,0,1,0,0,0
ENSMUSG00000031592.10_41328982_41332344_2,ENSMUSG00000031592.10,97,80,132,59,98,46,89,12
ENSMUST00000238818.1,ENSMUSG00000036561.9,0,3,5,3,0,1,0,0
ENSMUST00000078847.12,ENSMUSG00000042870.15,4,7,10,2,9,5,8,1
ENSMUSG00000033545.14_111536640_111623073_1,ENSMUSG00000033545.14,1,0,7,2,7,0,3,0
ENSMUSG00000063524.13_150237240_150248629_1,ENSMUSG00000063524.13,188,255,126,168,259,60,72,11
ENSMUST00000215610.1,ENSMUSG00000009927.9,74,97,195,49,86,55,99,9
ENSMUST00000229545.1,ENSMUSG00000115987.1,4,2,7,3,9,1,6,0
ENSMUST00000206117.1,ENSMUSG00000030766.15,1,0,1,2,1,4,2,1
ENSMUST00000179163.2,ENSMUSG00000024142.15,7,4,16,10,8,5,11,2
ENSMUSG00000038762.15_35963125_35969761_1,ENSMUSG00000038762.15,54,72,130,67,87,48,73,10
ENSMUSG00000029064.15_155491559_155557813_1,ENSMUSG00000029064.15,29,20,50,13,34,16,25,1
ENSMUSG00000020422.14_8431652_8468489_1,ENSMUSG00000020422.14,28,35,48,71,54,20,43,5
ENSMUSG00000029064.15_155491559_155557813_2,ENSMUSG00000029064.15,29,40,56,29,53,16,45,6
ENSMUST00000188381.6,ENSMUSG00000056211.13,16,24,29,33,37,9,22,3
ENSMUST00000235917.1,ENSMUSG00000118353.1,8,9,9,10,11,2,4,0
ENSMUST00000147061.1,ENSMUSG00000021716.14,9,5,15,7,17,2,10,0
ENSMUST00000001812.4,ENSMUSG00000001761.7,2,2,7,3,5,1,5,0
ENSMUSG00000071984.10_7738569_7741122_1,ENSMUSG00000071984.10,5,1,5,7,0,3,8,0
ENSMUST00000040383.8,ENSMUSG00000036686.16,5,2,7,6,13,2,3,1
ENSMUST00000136113.1,ENSMUSG00000028826.14,0,2,9,6,1,0,1,0
ENSMUST00000045702.5,ENSMUSG00000036067.12,9,15,17,4,11,7,11,2
ENSMUSG00000045482.16_144768092_144791020_1,ENSMUSG00000045482.16,15,24,3,24,30,1,1,0
ENSMUST00000143430.1,ENSMUSG00000046679.16,10,9,35,10,21,11,31,1
ENSMUST00000105242.7,ENSMUSG00000039994.15,10,17,25,8,5,8,12,1
ENSMUST00000236163.1,ENSMUSG00000001576.15,27,34,71,52,39,30,50,6
ENSMUST00000067996.6,ENSMUSG00000054766.13,19,35,64,63,28,21,19,2
ENSMUST00000110054.7,ENSMUSG00000002395.14,0,3,11,0,5,4,7,1
ENSMUSG00000027551.15_168925361_168955587_1,ENSMUSG00000027551.15,4,5,10,7,6,7,4,1
ENSMUSG00000027905.15_105683169_105687452_1,ENSMUSG00000027905.15,5,8,8,8,8,2,3,0
ENSMUST00000204753.2,ENSMUSG00000056952.13,6,6,4,4,2,1,4,0
ENSMUSG00000068184.7_108052589_108158591_3,ENSMUSG00000068184.7,33,26,61,31,25,27,33,3
ENSMUSG00000068184.7_108052589_108158591_2,ENSMUSG00000068184.7,94,119,196,87,63,67,102,6
ENSMUSG00000068184.7_108052589_108158591_1,ENSMUSG00000068184.7,6,9,8,10,6,3,8,1
ENSMUSG00000021692.9_106947155_106958920_2,ENSMUSG00000021692.9,85,135,214,99,132,69,127,8
ENSMUSG00000068184.7_108052589_108158591_6,ENSMUSG00000068184.7,31,45,85,25,34,26,55,2
ENSMUSG00000031605.8_64739848_64849935_1,ENSMUSG00000031605.8,11,29,38,26,30,15,26,3
ENSMUSG00000021692.9_106947155_106958920_1,ENSMUSG00000021692.9,2,9,6,6,5,4,1,0
ENSMUSG00000024642.17_14448150_14454787_1,ENSMUSG00000024642.17,93,101,98,111,99,50,81,4
ENSMUST00000027682.8,ENSMUSG00000026424.8,1,2,3,3,10,0,1,0
ENSMUST00000235548.1,ENSMUSG00000024645.5,14,13,24,8,19,9,10,1
ENSMUSG00000030714.14_126649402_126672779_1,ENSMUSG00000030714.14,18,29,53,13,24,20,25,3
ENSMUSG00000032254.10_61925597_61946737_1,ENSMUSG00000032254.10,14,16,9,16,12,7,4,1
ENSMUST00000109236.8,ENSMUSG00000039536.16,7,7,22,10,12,3,9,2
ENSMUSG00000035139.14_51651741_51670872_1,ENSMUSG00000035139.14,7,5,4,5,6,2,6,0
ENSMUSG00000035139.14_51651741_51670872_2,ENSMUSG00000035139.14,5,11,5,9,9,2,5,1
ENSMUST00000135582.7,ENSMUSG00000009640.11,3,4,4,4,8,2,6,0
ENSMUSG00000059325.14_77087568_77095253_1,ENSMUSG00000059325.14,7,10,20,1,5,6,13,0
ENSMUSG00000026516.8_181139096_181144204_1,ENSMUSG00000026516.8,22,32,42,15,36,11,23,1
ENSMUST00000080356.9,ENSMUSG00000061479.15,100,123,219,142,134,86,133,7
ENSMUSG00000056228.10_11514021_11550536_1,ENSMUSG00000056228.10,9,13,21,9,23,7,14,1
ENSMUSG00000057440.8_7403321_7626817_1,ENSMUSG00000057440.8,1,3,6,1,3,3,8,0
ENSMUST00000193673.5,ENSMUSG00000026087.11,96,135,253,109,153,77,164,10
ENSMUSG00000026342.10_125561016_125595659_1,ENSMUSG00000026342.10,3,5,8,6,5,2,3,0
ENSMUST00000036720.8,ENSMUSG00000033739.8,27,27,53,23,31,16,25,2
ENSMUSG00000031166.13_8123301_8132531_1,ENSMUSG00000031166.13,140,155,256,136,241,76,188,11
ENSMUSG00000025170.13_121362600_121388221_1,ENSMUSG00000025170.13,3,10,10,4,7,2,8,1
ENSMUSG00000047617.11_25459485_25461023_4,ENSMUSG00000047617.11,1,6,6,5,6,6,4,2
ENSMUST00000138443.1,ENSMUSG00000040481.17,9,4,11,4,10,4,3,0
ENSMUSG00000021047.7_46700587_46818966_1,ENSMUSG00000021047.7,20,21,16,23,19,4,8,0
ENSMUSG00000047617.11_25459485_25461023_2,ENSMUSG00000047617.11,4,9,12,7,11,1,7,0
ENSMUST00000140570.7,ENSMUSG00000033411.16,10,21,21,22,21,7,9,0
ENSMUSG00000004994.12_84258302_84270347_1,ENSMUSG00000004994.12,16,23,43,19,18,10,6,0
ENSMUST00000224069.1,ENSMUSG00000039197.10,9,15,22,8,29,4,11,1
ENSMUST00000169617.2,ENSMUSG00000046808.17,3,4,3,6,1,0,0,0
ENSMUST00000235776.1,ENSMUSG00000047379.7,8,5,14,8,11,6,9,0
ENSMUST00000107658.7,ENSMUSG00000038615.17,6,7,6,5,8,4,3,0
ENSMUST00000202868.3,ENSMUSG00000037373.12,120,154,314,167,171,121,139,12
ENSMUST00000093389.8,ENSMUSG00000034543.15,23,45,58,35,39,18,40,5
ENSMUSG00000030643.14_92741667_92836644_1,ENSMUSG00000030643.14,4,5,7,8,7,1,7,0
ENSMUSG00000038506.13_13255964_13287833_1,ENSMUSG00000038506.13,28,34,68,29,43,31,32,3
ENSMUSG00000032540.16_122351608_122379825_2,ENSMUSG00000032540.16,5,4,9,4,10,3,9,0
ENSMUSG00000021996.16_74732297_74749725_1,ENSMUSG00000021996.16,5,9,4,4,6,1,4,0
ENSMUSG00000074405.8_5020576_5033224_1,ENSMUSG00000074405.8,4,8,5,10,8,1,4,2
ENSMUST00000082721.1,ENSMUSG00000064655.1,0,1,1,0,0,1,0,1
ENSMUST00000234773.1,ENSMUSG00000052712.17,9,11,19,9,18,8,31,1
ENSMUSG00000054717.7_57511907_57514489_5,ENSMUSG00000054717.7,51,48,68,41,48,25,33,2
ENSMUST00000189045.1,ENSMUSG00000073147.3,15,36,27,24,15,10,32,2
ENSMUSG00000054894.6_69724968_69743835_3,ENSMUSG00000054894.6,6,1,6,4,4,2,1,0
ENSMUSG00000054894.6_69724968_69743835_2,ENSMUSG00000054894.6,3,6,5,1,3,4,3,0
ENSMUSG00000020265.16_77606225_77617422_5,ENSMUSG00000020265.16,291,319,679,245,431,232,422,26
ENSMUSG00000020265.16_77606225_77617422_4,ENSMUSG00000020265.16,115,165,295,121,236,81,173,10
ENSMUSG00000054717.7_57511907_57514489_3,ENSMUSG00000054717.7,796,997,1374,806,779,566,701,78
ENSMUSG00000070493.3_129881156_129900497_9,ENSMUSG00000070493.3,1,9,3,3,3,2,2,0
ENSMUST00000166980.8,ENSMUSG00000003534.17,46,48,85,45,71,30,49,0
ENSMUSG00000058799.16_111494215_111495146_1,ENSMUSG00000058799.16,41,39,62,17,48,17,35,4
ENSMUST00000021530.7,ENSMUSG00000021109.13,2,6,16,8,4,3,3,0
ENSMUSG00000058799.16_111494215_111495146_2,ENSMUSG00000058799.16,6,7,15,7,10,1,13,1
ENSMUSG00000070493.3_129881156_129900497_1,ENSMUSG00000070493.3,6,9,2,7,8,2,7,3
ENSMUSG00000070493.3_129881156_129900497_3,ENSMUSG00000070493.3,2,0,2,3,0,0,0,0
ENSMUSG00000054717.7_57511907_57514489_1,ENSMUSG00000054717.7,248,176,286,121,173,96,170,11
ENSMUSG00000027304.9_119675068_119711024_1,ENSMUSG00000027304.9,63,79,184,68,103,66,88,8
ENSMUSG00000070493.3_129881156_129900497_7,ENSMUSG00000070493.3,2,1,0,1,2,0,0,0
ENSMUST00000022115.13,ENSMUSG00000021615.13,33,45,68,32,67,17,33,2
ENSMUST00000226740.1,ENSMUSG00000042354.7,92,89,176,76,59,62,95,5
ENSMUSG00000020134.13_21091291_21149432_1,ENSMUSG00000020134.13,44,56,90,45,86,36,47,6
ENSMUSG00000032314.14_55454727_55512243_1,ENSMUSG00000032314.14,23,27,30,20,52,8,20,2
ENSMUSG00000097040.6_45280437_45378219_3,ENSMUSG00000097040.6,15,30,36,14,31,13,18,0
ENSMUSG00000019804.12_42502462_42535370_2,ENSMUSG00000019804.12,293,270,519,177,563,140,317,11
ENSMUSG00000028093.15_97175689_97176518_1,ENSMUSG00000028093.15,41,44,75,23,59,24,46,3
ENSMUSG00000020149.17_20201609_20225464_1,ENSMUSG00000020149.17,99,127,241,125,150,80,168,10
ENSMUSG00000020149.17_20201609_20225464_3,ENSMUSG00000020149.17,181,172,292,122,320,70,142,7
ENSMUSG00000020149.17_20201609_20225464_2,ENSMUSG00000020149.17,102,85,179,60,142,37,76,5
ENSMUSG00000059714.13_35830499_35832791_1,ENSMUSG00000059714.13,15,24,55,11,36,21,22,5
ENSMUSG00000026918.16_27452996_27475624_1,ENSMUSG00000026918.16,7,5,9,5,4,4,4,0
ENSMUSG00000024953.17_6906706_6909617_2,ENSMUSG00000024953.17,10,13,25,4,12,8,8,1
ENSMUSG00000005615.15_32430945_32472037_1,ENSMUSG00000005615.15,11,15,14,13,23,4,24,0
ENSMUSG00000022881.15_23113951_23127740_3,ENSMUSG00000022881.15,99,87,112,59,76,40,52,6
ENSMUSG00000074364.6_15948986_15967477_1,ENSMUSG00000074364.6,17,31,34,31,23,21,16,0
ENSMUST00000017354.12,ENSMUSG00000017210.14,13,26,34,24,26,11,19,1
ENSMUST00000103175.7,ENSMUSG00000023286.16,30,45,62,41,52,23,39,6
ENSMUST00000079601.12,ENSMUSG00000013089.15,74,85,178,96,123,68,112,10
ENSMUSG00000041303.7_54397577_54439009_1,ENSMUSG00000041303.7,15,23,27,24,32,9,15,0
ENSMUSG00000038633.5_182275968_182282804_1,ENSMUSG00000038633.5,80,131,198,113,168,67,137,14
ENSMUST00000139560.7,ENSMUSG00000028614.14,5,16,17,9,13,1,5,0
ENSMUSG00000048756.11_42196956_42276696_1,ENSMUSG00000048756.11,7,9,4,18,15,2,0,0
ENSMUSG00000020857.11_93949817_93955563_1,ENSMUSG00000020857.11,181,175,262,65,173,69,96,11
ENSMUST00000155512.7,ENSMUSG00000027510.17,3,4,5,4,2,2,6,0
ENSMUST00000209508.1,ENSMUSG00000061136.14,0,2,3,1,2,0,2,0
ENSMUSG00000062797.13_89918920_89941126_1,ENSMUSG00000062797.13,6,6,15,5,12,3,7,0
ENSMUST00000031349.8,ENSMUSG00000029402.8,64,64,105,50,73,49,76,6
ENSMUSG00000018474.18_69364008_69369391_1,ENSMUSG00000018474.18,4,7,9,1,4,2,2,0
ENSMUSG00000039103.12_152236982_152237718_1,ENSMUSG00000039103.12,19,16,23,3,7,9,8,0
ENSMUST00000188475.6,ENSMUSG00000034353.14,0,1,0,0,1,0,0,0
ENSMUSG00000039428.11_89140525_89338760_1,ENSMUSG00000039428.11,27,24,29,16,26,13,16,0
ENSMUSG00000063019.5_157367594_157396763_1,ENSMUSG00000063019.5,110,125,278,146,105,104,187,11
ENSMUSG00000009394.13_115134950_115274597_1,ENSMUSG00000009394.13,20,30,35,28,41,19,30,3
ENSMUSG00000042745.9_152736417_152737410_1,ENSMUSG00000042745.9,2,7,9,3,12,1,11,0
ENSMUST00000102922.9,ENSMUSG00000020471.11,105,196,329,143,122,139,218,19
ENSMUSG00000075014.1_98666547_98667106_1,ENSMUSG00000075014.1,1,1,3,2,1,2,1,0
ENSMUST00000150443.7,ENSMUSG00000037475.15,7,7,13,9,14,0,5,1
ENSMUSG00000052296.7_4631495_4632096_3,ENSMUSG00000052296.7,15,16,41,13,23,12,21,1
ENSMUSG00000029581.14_142961192_142973185_1,ENSMUSG00000029581.14,206,232,672,213,286,215,436,34
ENSMUSG00000051730.15_69880518_69885597_1,ENSMUSG00000051730.15,4,5,7,4,5,1,5,0
ENSMUSG00000029348.11_112385444_112394866_2,ENSMUSG00000029348.11,2,4,6,4,10,0,7,0
ENSMUSG00000029348.11_112385444_112394866_1,ENSMUSG00000029348.11,15,21,18,10,22,13,10,0
ENSMUSG00000032633.12_59791790_59809808_1,ENSMUSG00000032633.12,6,1,1,2,13,0,2,1
ENSMUSG00000032633.12_59791790_59809808_2,ENSMUSG00000032633.12,4,2,1,1,7,0,2,1
ENSMUSG00000024759.14_7494535_7518568_1,ENSMUSG00000024759.14,3,8,1,2,5,1,1,0
ENSMUSG00000027803.14_57458720_57575828_1,ENSMUSG00000027803.14,27,33,39,36,42,10,15,1
ENSMUSG00000021546.18_58391950_58393868_2,ENSMUSG00000021546.18,39,41,65,22,42,11,25,2
ENSMUSG00000021546.18_58391950_58393868_1,ENSMUSG00000021546.18,122,122,182,72,146,54,103,4
ENSMUSG00000022553.16_76351617_76354373_1,ENSMUSG00000022553.16,71,95,223,56,128,56,124,9
ENSMUSG00000028560.11_98923671_98930976_1,ENSMUSG00000028560.11,18,34,27,25,27,15,14,3
ENSMUSG00000021546.18_58391950_58393868_4,ENSMUSG00000021546.18,88,86,118,53,144,24,72,5
ENSMUSG00000021546.18_58391950_58393868_9,ENSMUSG00000021546.18,59,55,93,30,54,21,43,4
ENSMUSG00000030788.16_110816592_110844415_1,ENSMUSG00000030788.16,0,2,0,2,2,0,0,0
ENSMUSG00000003955.8_36043846_36052409_2,ENSMUSG00000003955.8,24,34,76,10,66,16,28,2
ENSMUSG00000025076.11_56397260_56442344_1,ENSMUSG00000025076.11,18,19,28,16,21,9,23,2
ENSMUSG00000023904.10_23673596_23675227_1,ENSMUSG00000023904.10,3,5,5,5,7,4,4,0
ENSMUSG00000024091.9_65580065_65613555_6,ENSMUSG00000024091.9,179,187,314,138,218,120,179,14
ENSMUSG00000024091.9_65580065_65613555_5,ENSMUSG00000024091.9,36,35,82,29,58,22,52,3
ENSMUSG00000027180.12_104027846_104055147_1,ENSMUSG00000027180.12,12,20,23,20,20,4,15,1
ENSMUSG00000024091.9_65580065_65613555_3,ENSMUSG00000024091.9,77,106,143,56,139,41,92,4
ENSMUSG00000024091.9_65580065_65613555_2,ENSMUSG00000024091.9,73,105,202,102,130,79,143,9
ENSMUSG00000024091.9_65580065_65613555_1,ENSMUSG00000024091.9,166,188,220,91,245,68,162,10
ENSMUST00000030851.6,ENSMUSG00000028998.6,60,67,96,42,86,32,72,2
ENSMUST00000105390.7,ENSMUSG00000001211.15,14,16,34,20,31,12,20,0
ENSMUST00000128029.7,ENSMUSG00000039041.15,6,12,18,11,7,9,19,3
ENSMUSG00000042747.12_89245966_89249723_1,ENSMUSG00000042747.12,118,126,209,109,122,73,106,13
ENSMUST00000107796.7,ENSMUSG00000045973.18,24,21,43,25,42,10,22,3
ENSMUST00000135877.7,ENSMUSG00000025967.16,6,3,4,2,5,3,1,0
ENSMUSG00000034390.16_117453023_117459473_1,ENSMUSG00000034390.16,8,9,14,11,7,4,10,0
ENSMUSG00000003955.8_36043846_36052409_4,ENSMUSG00000003955.8,40,58,194,32,130,36,73,6
ENSMUST00000144643.7,ENSMUSG00000015668.13,3,4,11,3,1,3,9,0
ENSMUSG00000027829.15_65946509_65958181_1,ENSMUSG00000027829.15,11,5,19,10,7,6,5,0
ENSMUSG00000027829.15_65946509_65958181_2,ENSMUSG00000027829.15,6,15,22,15,5,13,11,2
ENSMUSG00000063455.16_38195591_38254202_1,ENSMUSG00000063455.16,4,3,3,7,4,1,2,0
ENSMUSG00000098318.7_134929133_134951577_1,ENSMUSG00000098318.7,8,15,21,9,25,9,19,1
ENSMUSG00000098318.7_134929133_134951577_2,ENSMUSG00000098318.7,12,25,16,8,15,11,10,0
ENSMUSG00000098318.7_134929133_134951577_3,ENSMUSG00000098318.7,11,45,52,22,81,23,42,3
ENSMUST00000146103.1,ENSMUSG00000022890.13,34,45,127,24,83,34,74,3
ENSMUSG00000006398.15_118432901_118437352_1,ENSMUSG00000006398.15,5,3,5,12,8,4,6,1
ENSMUST00000124546.7,ENSMUSG00000029276.13,2,0,6,3,3,0,0,0
ENSMUSG00000006398.15_118432901_118437352_2,ENSMUSG00000006398.15,184,234,282,153,148,115,218,14
ENSMUSG00000022340.15_44671856_44706414_2,ENSMUSG00000022340.15,9,29,41,14,41,12,33,2
ENSMUSG00000022340.15_44671856_44706414_1,ENSMUSG00000022340.15,17,20,47,23,46,11,28,0
ENSMUST00000080949.7,ENSMUSG00000053012.17,95,74,131,59,165,48,88,6
ENSMUST00000042732.5,ENSMUSG00000035764.5,7,6,6,4,6,1,3,0
ENSMUST00000176010.7,ENSMUSG00000093674.7,14766,20010,35566,13128,16369,14823,23010,1622
ENSMUSG00000004865.16_28600336_28622454_1,ENSMUSG00000004865.16,65,88,164,76,88,64,91,7
ENSMUST00000120213.8,ENSMUSG00000031667.16,7,4,15,5,7,3,10,0
ENSMUSG00000041949.6_106807115_106850865_1,ENSMUSG00000041949.6,17,14,32,9,19,7,8,1
ENSMUSG00000026150.14_82724925_82751781_3,ENSMUSG00000026150.14,3,6,9,2,5,2,5,0
ENSMUSG00000055762.16_75895488_75909291_1,ENSMUSG00000055762.16,18,43,44,16,17,21,30,1
ENSMUSG00000055762.16_75895488_75909291_2,ENSMUSG00000055762.16,164,188,440,128,202,128,213,11
ENSMUST00000234535.1,ENSMUSG00000073423.10,0,0,0,4,0,0,0,0
ENSMUST00000150006.8,ENSMUSG00000048922.18,7,18,25,19,8,13,19,2
ENSMUST00000173797.7,ENSMUSG00000017428.16,34,53,96,52,90,20,47,3
ENSMUSG00000020024.7_94688718_94728705_1,ENSMUSG00000020024.7,12,16,13,7,7,5,7,0
ENSMUSG00000091931.5_102753460_102757567_1,ENSMUSG00000091931.5,93,93,141,65,56,46,86,3
ENSMUSG00000027940.18_90079665_90100590_1,ENSMUSG00000027940.18,79,67,111,68,48,41,64,6
ENSMUST00000117492.8,ENSMUSG00000025437.15,21,30,33,22,32,11,9,3
ENSMUSG00000027533.10_10012605_10016335_18,ENSMUSG00000027533.10,10,23,37,8,21,11,26,1
ENSMUST00000071698.12,ENSMUSG00000025198.16,2,5,4,4,3,2,1,0
ENSMUSG00000040128.9_33245423_33248268_1,ENSMUSG00000040128.9,11,8,33,10,23,8,16,2
ENSMUSG00000032558.19_104041204_104043818_1,ENSMUSG00000032558.19,7,27,45,16,11,18,16,0
ENSMUSG00000028757.4_138304850_138312628_2,ENSMUSG00000028757.4,46,97,174,112,88,70,116,4
ENSMUSG00000042063.11_116047764_116059765_1,ENSMUSG00000042063.11,4,5,5,5,4,3,4,0
ENSMUSG00000063888.7_46775499_46782646_2,ENSMUSG00000063888.7,26,18,49,20,29,14,36,2
ENSMUSG00000034868.9_70974026_70990530_1,ENSMUSG00000034868.9,223,291,443,316,385,165,292,20
ENSMUST00000030461.4,ENSMUSG00000028696.12,8,9,14,11,10,7,14,1
ENSMUSG00000045576.16_104865080_104926860_1,ENSMUSG00000045576.16,14,29,35,23,26,16,21,2
ENSMUST00000114839.7,ENSMUSG00000029131.14,107,165,273,140,166,99,164,12
ENSMUST00000225141.1,ENSMUSG00000024911.7,47,88,140,60,93,45,95,10
ENSMUST00000021204.3,ENSMUSG00000020844.6,12,6,26,12,18,10,21,1
ENSMUSG00000034501.7_72536383_72541862_1,ENSMUSG00000034501.7,3,4,8,1,7,4,3,0
ENSMUSG00000071533.11_56016999_56029686_2,ENSMUSG00000071533.11,11,18,28,10,15,8,7,1
ENSMUSG00000071533.11_56016999_56029686_3,ENSMUSG00000071533.11,3,0,6,3,4,1,3,1
ENSMUSG00000026701.15_161241015_161251121_1,ENSMUSG00000026701.15,129,181,235,142,196,92,169,14
ENSMUSG00000033955.13_85048055_85058433_1,ENSMUSG00000033955.13,6,6,2,6,14,2,1,2
ENSMUST00000127587.7,ENSMUSG00000019437.17,26,34,60,34,79,24,41,3
ENSMUSG00000028214.13_11704282_11714752_1,ENSMUSG00000028214.13,1,1,4,5,4,2,4,0
ENSMUSG00000107068.1_127015065_127016521_1,ENSMUSG00000107068.1,70,67,248,45,87,72,125,6
ENSMUSG00000026421.14_135687082_135752232_1,ENSMUSG00000026421.14,68,61,132,43,135,38,82,11
ENSMUST00000077477.11,ENSMUSG00000061207.11,33,53,81,38,53,33,54,2
ENSMUST00000154029.1,ENSMUSG00000036686.16,0,2,3,4,2,2,0,0
ENSMUST00000225069.1,ENSMUSG00000035762.11,9,6,13,7,12,3,2,0
ENSMUST00000108460.7,ENSMUSG00000030400.17,73,96,234,102,109,92,137,13
ENSMUST00000190851.2,ENSMUSG00000023262.13,10,7,35,11,9,8,12,1
ENSMUST00000004634.6,ENSMUSG00000020142.12,23,36,45,26,40,14,29,4
ENSMUSG00000026037.14_58463193_58504927_1,ENSMUSG00000026037.14,47,58,62,39,55,30,46,3
ENSMUSG00000026078.10_38987841_38997238_1,ENSMUSG00000026078.10,36,54,81,43,61,16,41,5
ENSMUST00000174293.1,ENSMUSG00000071454.13,9,6,9,4,7,4,12,0
ENSMUSG00000026775.9_23156528_23197268_1,ENSMUSG00000026775.9,62,69,78,74,67,22,41,1
ENSMUST00000026487.5,ENSMUSG00000090000.2,332,463,573,322,600,212,347,28
ENSMUSG00000031660.13_88332311_88332933_1,ENSMUSG00000031660.13,91,76,194,54,149,43,93,5
ENSMUST00000108192.1,ENSMUSG00000019738.15,29,39,76,24,49,32,41,6
ENSMUST00000225735.1,ENSMUSG00000021748.9,7,2,15,11,8,3,6,1
ENSMUSG00000022656.15_46436136_46496852_1,ENSMUSG00000022656.15,4,7,3,3,1,3,6,0
ENSMUSG00000079658.9_16642767_16657042_1,ENSMUSG00000079658.9,40,45,89,32,56,27,49,4
ENSMUST00000102541.9,ENSMUSG00000028671.16,73,91,176,80,140,69,98,8
ENSMUSG00000021087.18_72211752_72308350_1,ENSMUSG00000021087.18,54,57,133,80,54,55,143,7
ENSMUSG00000023020.3_99725677_99728118_4,ENSMUSG00000023020.3,141,171,253,99,217,95,178,14
ENSMUSG00000023020.3_99725677_99728118_5,ENSMUSG00000023020.3,80,87,181,42,125,51,93,9
ENSMUSG00000023020.3_99725677_99728118_3,ENSMUSG00000023020.3,2,2,9,1,5,2,6,0
ENSMUSG00000023020.3_99725677_99728118_1,ENSMUSG00000023020.3,25,25,68,15,51,24,44,1
ENSMUST00000035725.6,ENSMUSG00000033940.8,276,376,536,295,507,196,323,25
ENSMUSG00000026150.14_82724925_82751781_5,ENSMUSG00000026150.14,3,8,14,3,5,2,5,0
ENSMUSG00000031231.4_106015716_106021958_1,ENSMUSG00000031231.4,51,27,78,20,69,17,39,2
ENSMUSG00000034667.8_121589619_121626372_2,ENSMUSG00000034667.8,23,37,44,39,33,21,18,2
ENSMUSG00000024083.16_64282870_64331865_2,ENSMUSG00000024083.16,13,15,27,15,23,6,6,1
ENSMUST00000049146.11,ENSMUSG00000033805.12,3,8,11,6,33,4,11,1
ENSMUSG00000025374.13_128401395_128409799_1,ENSMUSG00000025374.13,3,4,11,3,3,4,5,0
ENSMUST00000229411.1,ENSMUSG00000068114.7,17,26,41,23,32,22,29,4
ENSMUST00000135436.7,ENSMUSG00000048537.16,16,15,26,20,23,13,33,1
ENSMUST00000149827.7,ENSMUSG00000002949.15,14,21,32,32,19,13,26,0
ENSMUSG00000115149.1_105589549_105594946_4,ENSMUSG00000115149.1,4,9,14,9,9,4,3,0
ENSMUST00000147337.7,ENSMUSG00000038696.14,1,3,1,2,1,1,0,2
ENSMUSG00000113902.1_101968102_101975708_2,ENSMUSG00000113902.1,303,389,682,197,618,242,430,21
ENSMUST00000117598.7,ENSMUSG00000033653.18,4,3,8,2,11,3,7,0
ENSMUSG00000097040.6_45280437_45378219_1,ENSMUSG00000097040.6,18,26,30,12,25,17,10,1
ENSMUSG00000113902.1_101968102_101975708_1,ENSMUSG00000113902.1,2,5,4,2,5,1,2,0
ENSMUSG00000058587.9_75498116_75559657_1,ENSMUSG00000058587.9,4,9,18,4,6,4,13,0
ENSMUSG00000070493.3_129881156_129900497_12,ENSMUSG00000070493.3,10,11,10,11,9,8,16,1
ENSMUST00000114005.8,ENSMUSG00000015488.14,2,10,18,7,14,9,13,0
ENSMUST00000119950.1,ENSMUSG00000067847.13,69,103,105,59,106,52,66,9
ENSMUST00000029128.3,ENSMUSG00000027602.9,13,14,31,9,81,10,16,1
ENSMUST00000129760.7,ENSMUSG00000028545.13,3,7,10,2,9,3,5,0
