Differentially expressed genes,,,,,,,,,
EntrezID,Symbols,GeneName,Chr.1,logFC,AveExpr,t,P.Value,adj.P.Val,B
269610,Chd5,chromodomain helicase DNA binding protein 5,4,1.213070894,1.688944928,-5.807781983,5.04E-05,0.000817044,2.049099206
18762,Prkcz,"protein kinase C, zeta",4,1.206192339,2.779659697,-7.172496734,5.53E-06,0.000194215,4.105052338
238377,Gpr68,G protein-coupled receptor 68,12,1.203575912,1.478570152,-5.584903521,7.41E-05,0.001043423,1.695615674
20660,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",9,1.203558718,2.742841055,-7.919064206,1.83E-06,9.49E-05,5.242509692
14357,Dtx1,deltex 1 homolog (Drosophila),5,1.200565132,3.840292364,-8.624007145,6.86E-07,5.37E-05,6.049780644
210853,Zfp947,zinc finger protein 947,17,1.19342675,0.508268988,-4.479156619,0.0005532,0.004083973,-0.170567308
72709,C1qtnf6,C1q and tumor necrosis factor related protein 6,15,1.192609882,2.957342796,-7.601985296,2.90E-06,0.000128267,4.729506662
13823,Epb4.1l3,erythrocyte protein band 4.1-like 3,17,1.189421922,3.25104791,-7.339630757,4.29E-06,0.000161072,4.259315313
239408,Tmem74,transmembrane protein 74,15,1.187359244,0.199396842,-4.174894882,0.000986913,0.006064719,-0.689618809
72930,Ppp2r2b,"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform",18,1.18647506,3.969021951,-8.202646363,1.23E-06,7.68E-05,5.413005534
231855,Ap5z1,"adaptor-related protein complex 5, zeta 1 subunit",5,1.185667874,2.832143328,-7.392751977,3.96E-06,0.000154221,4.429309336
232333,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",6,1.183444363,7.248813369,-9.080112429,3.75E-07,3.80E-05,6.197719852
244416,Ppp1r3b,"protein phosphatase 1, regulatory (inhibitor) subunit 3B",8,1.182944558,1.636781039,-5.373212089,0.000107562,0.001306727,1.299332976
27226,Pla2g7,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",17,1.179151275,2.671737032,-6.024974696,3.49E-05,0.000639973,2.246508985
13508,Dscam,Down syndrome cell adhesion molecule,16,1.178850979,5.662979151,-9.266651095,2.95E-07,3.27E-05,6.59366677
93885,Pcdhb14,protocadherin beta 14,18,1.176934928,1.828599302,-5.486132301,8.81E-05,0.001145861,1.452097515
93887,Pcdhb16,protocadherin beta 16,18,1.176726784,2.817558339,-7.402925489,3.90E-06,0.0001525,4.431605879
272322,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,6,1.176260138,0.389253985,-3.961140867,0.001490042,0.008090585,-1.118019061
16177,Il1r1,"interleukin 1 receptor, type I",1,1.174666409,1.562018004,-4.280068429,0.000807073,0.005313273,-0.721696606
269116,Nfasc,neurofascin,1,1.173950947,2.937811947,-6.928649195,8.06E-06,0.000242312,3.684601217
433520,Gm14403,predicted gene 14403,2,1.172676569,2.915118049,-9.182645025,3.28E-07,3.56E-05,6.96823817
17389,Mmp16,matrix metallopeptidase 16,4,1.172173934,5.184190706,-10.03812357,1.13E-07,1.85E-05,7.667475349
15558,Htr2a,5-hydroxytryptamine (serotonin) receptor 2A,14,1.167799999,1.500124324,-5.170412567,0.000154547,0.00166997,0.946126033
29811,Ndrg2,N-myc downstream regulated gene 2,14,1.165414496,3.270652928,-7.91790307,1.83E-06,9.49E-05,5.146545345
12295,Cacnb1,"calcium channel, voltage-dependent, beta 1 subunit",11,1.163536425,2.009863941,-4.666244218,0.000389475,0.003167731,-0.070669219
11981,Atp9a,"ATPase, class II, type 9A",2,1.16044088,5.44916275,-7.26564331,4.80E-06,0.000175041,3.692081566
19415,Rasal1,RAS protein activator like 1 (GAP1 like),5,1.159483299,0.632744516,-4.19026928,0.000958249,0.005949717,-0.711230573
18439,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",5,1.159085336,5.605512514,-11.67001816,1.77E-08,9.90E-06,9.552898044
103967,Dnm3,dynamin 3,1,1.158048058,2.321460778,-6.094125796,3.10E-05,0.000592899,2.422514698
223649,Nrbp2,nuclear receptor binding protein 2,15,1.155594353,1.211959217,-5.390118361,0.000104387,0.001277321,1.378278683
11803,Aplp1,amyloid beta (A4) precursor-like protein 1,7,1.152037944,4.203248929,-9.341550202,2.68E-07,3.17E-05,6.937063085
94332,Cadm3,cell adhesion molecule 3,1,1.148975421,1.767378796,-5.906696525,4.26E-05,0.000728169,2.197898917
212167,Gsap,gamma-secretase activating protein,5,1.141734524,3.51932926,-7.121925876,5.97E-06,0.000203445,3.845497368
209378,Itih5,inter-alpha (globulin) inhibitor H5,2,1.141317813,1.914217811,-5.45029777,9.39E-05,0.001194277,1.375975925
66959,Dusp26,dual specificity phosphatase 26 (putative),8,1.141201159,0.650337649,-4.185076962,0.000967833,0.005983656,-0.728662856
23805,Apc2,adenomatosis polyposis coli 2,10,1.140863886,5.32149759,-10.01824289,1.16E-07,1.85E-05,7.619844833
20271,Scn5a,"sodium channel, voltage-gated, type V, alpha",9,1.140432752,1.047324456,-3.869985109,0.001778247,0.009239349,-1.423865976
276952,Rasl10b,"RAS-like, family 10, member B",11,1.138020475,1.950514945,-5.271002353,0.000129029,0.00147317,1.052761251
223433,Fam105a,"family with sequence similarity 105, member A",15,1.137811393,1.514345631,-5.346023948,0.000112881,0.001358584,1.261984201
74410,Ttll11,"tubulin tyrosine ligase-like family, member 11",2,1.137452168,0.03459792,-4.070077662,0.001207256,0.00696731,-0.856563756
435366,Gm5665,predicted gene 5665,13,1.136736074,-0.443193523,-3.991279544,0.001405625,0.007747545,-0.954606522
171469,Gpr37l1,G protein-coupled receptor 37-like 1,1,1.136279606,1.43720287,-5.29876065,0.00012279,0.001421332,1.194967797
236899,Pcyt1b,"phosphate cytidylyltransferase 1, choline, beta isoform",X,1.135324723,3.135571188,-6.945977276,7.84E-06,0.000239037,3.670824609
106763,Ttbk1,tau tubulin kinase 1,17,1.134344744,3.579105486,-7.595801484,2.93E-06,0.000128641,4.584784328
260315,Nav3,neuron navigator 3,10,1.130280143,4.854394165,-10.51685937,6.40E-08,1.44E-05,8.318953053
57278,Bcam,basal cell adhesion molecule,7,1.129944743,1.008311122,-4.966148107,0.000223871,0.002128873,0.640460798
100036571,NA,NA,NA,1.126504368,0.817422722,-5.056350626,0.000189949,0.00192428,0.832092885
68507,Ppfia4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",1,1.125791387,0.56339272,-4.584819959,0.000453516,0.003525526,0.022770629
231583,Slc26a1,"solute carrier family 26 (sulfate transporter), member 1",5,1.123661563,0.19499639,-4.441133236,0.000594384,0.004277016,-0.19764043
72685,Dnajc6,"DnaJ (Hsp40) homolog, subfamily C, member 6",4,1.122711745,1.225199803,-5.25131017,0.000133655,0.001514734,1.136258753
56747,Sez6l,seizure related 6 homolog like,5,1.119018773,1.932880214,-4.423641119,0.000614379,0.004372263,-0.512662848
58182,Prokr1,prokineticin receptor 1,6,1.114482652,3.595143307,-8.821791646,5.27E-07,4.56E-05,6.360570202
380702,Shisa6,shisa homolog 6 (Xenopus laevis),11,1.111685568,2.048833636,-5.247994386,0.00013445,0.001518338,0.97178302
17207,Mcf2l,mcf.2 transforming sequence-like,8,1.110681254,3.3998477,-6.751869029,1.06E-05,0.000290356,3.287030119
72832,Crtac1,cartilage acidic protein 1,19,1.107101186,1.600285882,-4.663043527,0.000391807,0.003174174,-0.017772804
11600,Angpt1,angiopoietin 1,15,1.106615725,1.519914298,-5.046493238,0.00019338,0.001941673,0.713695203
14680,Gnal,"guanine nucleotide binding protein, alpha stimulating, olfactory type",18,1.106238952,2.790278837,-7.388887323,3.98E-06,0.000154361,4.429974487
20359,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",17,1.103290942,2.242240665,-5.907369092,4.25E-05,0.000728169,2.115616641
434130,Ccdc8,coiled-coil domain containing 8,7,1.102728061,0.455982044,-4.272287566,0.000819144,0.005354088,-0.539463326
15460,Hr,hairless,14,1.102708115,0.83554789,-4.568783018,0.000467362,0.003597774,-0.051062642
237716,Gpr75,G protein-coupled receptor 75,11,1.101814212,1.117585649,-4.452490872,0.000581761,0.004220363,-0.318710629
19699,Reln,reelin,5,1.100706276,0.964285391,-4.796065949,0.000306045,0.002643845,0.351657912
210274,Shank2,SH3/ankyrin domain gene 2,7,1.099878241,2.2080503,-5.709930579,5.97E-05,0.000910182,1.773770666
17968,Ncam2,neural cell adhesion molecule 2,16,1.098113298,4.693807962,-8.637177694,6.74E-07,5.30E-05,5.882200477
68895,Rasl11a,"RAS-like, family 11, member A",5,1.09489294,5.301851488,-10.65249041,5.47E-08,1.41E-05,8.404648506
16949,Loxl1,lysyl oxidase-like 1,9,1.094471871,-0.062265422,-3.84655529,0.001861113,0.00952381,-1.272663019
320091,Ano4,anoctamin 4,10,1.094425215,0.740715732,-4.712075213,0.000357617,0.002956107,0.231691277
207792,BC034090,cDNA sequence BC034090,1,1.092273047,3.300195905,-6.791904051,9.98E-06,0.000277422,3.372971386
18761,Prkcq,"protein kinase C, theta",2,1.09172811,2.822549911,-6.894161901,8.50E-06,0.000250429,3.647924419
380850,Gm5141,predicted gene 5141,13,1.090844558,2.090768825,-5.807688597,5.04E-05,0.000817044,1.958534465
93890,Pcdhb19,protocadherin beta 19,18,1.090673143,3.906427425,-11.56146636,1.99E-08,1.00E-05,9.683162348
78892,Crispld2,cysteine-rich secretory protein LCCL domain containing 2,8,1.090219908,3.963623868,-6.522681841,1.53E-05,0.000371259,2.773900828
223732,Ldoc1l,"leucine zipper, down-regulated in cancer 1-like",15,1.089405514,3.106727166,-7.887775552,1.92E-06,9.84E-05,5.114620262
214058,Megf11,multiple EGF-like-domains 11,9,1.089362056,2.869668964,-6.370712078,1.96E-05,0.000436642,2.770117235
192950,Nacad,NAC alpha domain containing,11,1.088376381,2.486539762,-5.031946775,0.000198563,0.001967099,0.493339223
93889,Pcdhb18,protocadherin beta 18,18,1.088021266,3.635907803,-9.54598597,2.07E-07,2.67E-05,7.295652724
107831,Bai1,brain-specific angiogenesis inhibitor 1,15,1.087416568,4.149863795,-6.783370995,1.01E-05,0.000279547,3.168489277
666532,Gm13139,predicted gene 13139,4,1.086901354,2.814112713,-9.058998284,3.85E-07,3.80E-05,6.796728765
16504,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",7,1.08590964,1.772684858,-6.187414561,2.66E-05,0.000531661,2.670915847
73649,Cybrd1,cytochrome b reductase 1,2,1.083546572,5.696247035,-7.488140419,3.44E-06,0.000141274,4.003161301
545554,Ankrd34a,ankyrin repeat domain 34A,3,1.083338059,0.428936716,-3.862514434,0.001804253,0.009309783,-1.32906914
21835,Thrsp,thyroid hormone responsive,7,1.0812335,3.48545974,-7.527009415,3.24E-06,0.000137731,4.507383163
11496,Adam22,a disintegrin and metallopeptidase domain 22,5,1.077647139,5.120312942,-10.55891052,6.09E-08,1.41E-05,8.320118506
57816,Tesc,tescalcin,5,1.075758858,0.371635834,-4.235091024,0.000879463,0.005640773,-0.611134646
100036568,Gm3373,predicted gene 3373,14,1.074560113,0.883208071,-4.954107,0.000228854,0.002158941,0.63111455
21886,Tle2,"transducin-like enhancer of split 2, homolog of Drosophila E(spl)",10,1.07414597,3.980027435,-7.387545228,3.99E-06,0.000154361,4.160046959
18577,Pde4a,"phosphodiesterase 4A, cAMP specific",9,1.072839468,0.395092955,-3.885697828,0.001724789,0.00901427,-1.256779674
240055,Neurl1b,neuralized homolog 1b (Drosophila),17,1.070557565,5.014490927,-8.489696416,8.24E-07,6.10E-05,5.601028748
14421,B4galnt1,"beta-1,4-N-acetyl-galactosaminyl transferase 1",10,1.070537893,2.533192157,-7.202430476,5.28E-06,0.000187872,4.181072744
223626,Them6,thioesterase superfamily member 6,15,1.068277408,1.446898501,-5.433043781,9.68E-05,0.001213816,1.410230303
81913,Bambi-ps1,"BMP and activin membrane-bound inhibitor, pseudogene (Xenopus laevis)",2,1.065800713,0.034716499,-4.234538774,0.000880392,0.005641645,-0.569847083
18823,Plp1,proteolipid protein (myelin) 1,X,1.063315147,0.549215439,-3.821183191,0.001955292,0.009881447,-1.412809364
24014,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",1,1.061597144,1.354545624,-4.914251571,0.000246185,0.002258048,0.491500011
230863,Sh2d5,SH2 domain containing 5,4,1.060150785,1.232393257,-4.364465795,0.000687312,0.004741852,-0.501242423
106877,Afap1l1,actin filament associated protein 1-like 1,18,1.059629522,0.586336352,-4.45829645,0.000575416,0.004184486,-0.222079186
16490,Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2",3,1.056885245,7.704758486,-9.83621963,1.44E-07,2.20E-05,7.181960953
59033,Slc4a8,"solute carrier family 4 (anion exchanger), member 8",15,1.056055773,4.078350361,-9.55185621,2.05E-07,2.67E-05,7.237435634
234725,Zfp612,zinc finger protein 612,8,1.054276117,2.322161893,-5.908573958,4.25E-05,0.000728169,2.090303473
21987,Tpd52l1,tumor protein D52-like 1,10,1.053497352,0.904669161,-4.524124676,0.000508266,0.003837897,-0.13802006
56296,Dmrtb1,"DMRT-like family B with proline-rich C-terminal, 1",4,1.051317184,2.682997779,-7.064139942,6.53E-06,0.000214038,3.931702471
381290,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",1,1.049669434,3.562735801,-6.845899654,9.17E-06,0.000263086,3.404000387
76229,Vmn2r29,"vomeronasal 2, receptor 29",7,1.049309904,0.705481263,-4.273655557,0.000817008,0.005351002,-0.588743668
18187,Nrp2,neuropilin 2,1,1.04866289,4.229038177,-5.750900184,5.56E-05,0.000870989,1.349703241
208922,Cpeb3,cytoplasmic polyadenylation element binding protein 3,19,1.047971907,1.520551702,-5.692080614,6.15E-05,0.000928211,1.856790136
12286,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,1.047498502,3.473159283,-6.89787574,8.45E-06,0.000249975,3.49656624
74521,Ppp4r4,"protein phosphatase 4, regulatory subunit 4",12,1.047400735,1.392247597,-5.226600263,0.000139705,0.001558411,1.037817803
66995,Zcchc18,"zinc finger, CCHC domain containing 18",X,1.04308773,3.202189142,-7.474376448,3.51E-06,0.000142549,4.473758189
77220,Tmem200a,transmembrane protein 200A,10,1.040659358,2.140902395,-6.398159103,1.88E-05,0.000426834,2.956773468
101700,Trim68,tripartite motif-containing 68,7,1.037153987,1.600071851,-5.707706748,5.99E-05,0.000912221,1.873177856
20394,Scg5,secretogranin V,2,1.037039672,3.782546878,-6.343625299,2.05E-05,0.000447396,2.517376409
26903,Dysf,dysferlin,6,1.034681706,1.788281082,-4.541767429,0.000491682,0.003749762,-0.283715388
21960,Tnr,tenascin R,1,1.034259289,5.088551617,-9.288875226,2.86E-07,3.23E-05,6.703379941
100861853,LOC100861853,uncharacterized LOC100861853,6,1.034169902,2.176642488,-5.334890114,0.000115138,0.001369523,1.08711816
71529,Kazn,"kazrin, periplakin interacting protein",4,1.033845091,1.836940449,-6.27189545,2.31E-05,0.000488393,2.794782456
241688,Dzank1,double zinc ribbon and ankyrin repeat domains 1,2,1.033559852,1.515178114,-5.500919665,8.59E-05,0.0011299,1.516968771
101835,AW146154,expressed sequence AW146154,7,1.033063329,1.474954691,-5.287687117,0.000125241,0.001442651,1.152553506
14085,Fah,fumarylacetoacetate hydrolase,7,1.032606413,0.625890204,-4.219374296,0.000906303,0.005735349,-0.676321142
71738,Mamdc2,MAM domain containing 2,19,1.0302839,4.851229356,-8.414360775,9.14E-07,6.54E-05,5.525922652
319781,9530051G07Rik,RIKEN cDNA 9530051G07 gene,X,1.029316539,1.565715803,-5.436815419,9.61E-05,0.001207892,1.403285835
242523,Dmrta1,doublesex and mab-3 related transcription factor like family A1,4,1.028901572,1.905030402,-4.999090695,0.000210806,0.00204464,0.554996564
67080,1700019D03Rik,RIKEN cDNA 1700019D03 gene,1,1.026002135,0.334101549,-4.125504433,0.001085088,0.006477744,-0.811323817
269423,3110057O12Rik,RIKEN cDNA 3110057O12 gene,3,1.023084253,2.219894548,-5.481736881,8.88E-05,0.001152644,1.36173927
17932,Myt1,myelin transcription factor 1,2,1.021238844,6.402146196,-9.115070275,3.58E-07,3.74E-05,6.295506443
243548,Prickle2,prickle homolog 2 (Drosophila),6,1.019899833,2.478547847,-6.056937416,3.30E-05,0.00061765,2.309528784
70771,Gpr173,G-protein coupled receptor 173,X,1.019560378,1.898884963,-5.174726252,0.000153351,0.001660256,0.862337383
67795,Rnls,"renalase, FAD-dependent amine oxidase",19,1.018571873,0.34375363,-4.071259974,0.001204508,0.006961864,-0.925623833
241589,D430041D05Rik,RIKEN cDNA D430041D05 gene,2,1.018236419,1.057122137,-4.307055655,0.000766605,0.005141785,-0.580660926
13429,Dnm1,dynamin 1,2,1.014858778,1.030990627,-4.58646596,0.000452119,0.003516588,-0.053761627
13506,Dsc2,desmocollin 2,18,1.014223736,2.772109245,-6.168329972,2.74E-05,0.000544204,2.435909339
319371,D030028A08Rik,RIKEN cDNA D030028A08 gene,11,1.013949241,1.427259264,-5.467656395,9.10E-05,0.001170875,1.471907367
382118,Zkscan7,zinc finger with KRAB and SCAN domains 7,9,1.013614886,0.675072906,-4.374234728,0.000674684,0.004668312,-0.401256161
233071,Arhgap33,Rho GTPase activating protein 33,7,1.011057416,2.974137359,-5.562403907,7.71E-05,0.001066795,1.341524084
67557,Larp6,"La ribonucleoprotein domain family, member 6",9,1.00971389,0.692302373,-3.863558419,0.001800595,0.009301114,-1.362669749
77963,Hook1,hook homolog 1 (Drosophila),4,1.007666876,2.072327172,-5.370726494,0.000108037,0.001310559,1.18677386
232975,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",7,1.004084031,1.858732319,-4.372576784,0.00067681,0.004680747,-0.612358344
11303,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,1.003938496,5.80392941,-9.288739392,2.86E-07,3.23E-05,6.595703173
74347,Tldc1,TBC/LysM associated domain containing 1,8,1.00369197,2.602388281,-6.844218003,9.20E-06,0.000263086,3.59494868
21745,Tep1,telomerase associated protein 1,14,1.001890745,0.420404881,-4.297993275,0.000779956,0.005192167,-0.501596332
320873,Cdh10,cadherin 10,15,1.001843433,3.910631467,-10.13780199,1.00E-07,1.82E-05,8.007930556
93891,Pcdhb20,protocadherin beta 20,18,1.001760113,2.994045438,-7.654683869,2.69E-06,0.000120963,4.776720957
100042150,Nrg2,neuregulin 2,18,0.999670654,1.709869324,-4.932732952,0.000237985,0.002211858,0.459718055
94249,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",2,0.997427179,1.610377885,-4.777947319,0.000316478,0.002702901,0.18156783
103012,6720401G13Rik,RIKEN cDNA 6720401G13 gene,X,0.995869902,3.195838644,-6.064398325,3.26E-05,0.000612378,2.149740545
100862301,NA,NA,NA,0.995666985,2.836495464,-7.355320067,4.19E-06,0.000158148,4.357552077
80890,Trim2,tripartite motif-containing 2,3,0.995155702,5.486404017,-9.988546392,1.20E-07,1.89E-05,7.546753888
211135,D130040H23Rik,RIKEN cDNA D130040H23 gene,8,0.994767452,2.365340936,-5.391935857,0.000104052,0.001274967,1.162857502
12298,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit",2,0.994096962,1.571020165,-5.003410899,0.000209153,0.002036554,0.614133987
217371,Rab40b,"Rab40b, member RAS oncogene family",11,0.99244738,1.106091116,-4.71331772,0.000356792,0.002952718,0.148687996
30794,Pdlim4,PDZ and LIM domain 4,11,0.9917877,4.940623729,-7.348086898,4.24E-06,0.000159455,3.898515317
53321,Cntnap1,contactin associated protein-like 1,11,0.9916863,0.969585266,-4.048522187,0.001258492,0.007181428,-1.062136373
237847,Rtn4rl1,reticulon 4 receptor-like 1,11,0.990480664,2.20760985,-5.624636658,6.92E-05,0.001000945,1.605487998
319586,Celf5,"CUGBP, Elav-like family member 5",10,0.989955991,1.765225234,-5.433136201,9.67E-05,0.001213816,1.363925482
272031,E130309F12Rik,RIKEN cDNA E130309F12 gene,4,0.987810945,2.106055639,-5.775486904,5.33E-05,0.000846111,1.906698879
16399,Itga2b,integrin alpha 2b,11,0.98757253,0.501701501,-4.296125293,0.000782738,0.005200949,-0.523259329
232748,Fam115c,"family with sequence similarity 115, member C",6,0.987303947,1.146411673,-5.092613141,0.00017786,0.001835233,0.835852259
77569,Limch1,LIM and calponin homology domains 1,5,0.986134062,5.495706913,-9.064048068,3.83E-07,3.80E-05,6.331575197
140709,Col26a1,"collagen, type XXVI, alpha 1",5,0.983698341,2.571976051,-6.07250707,3.22E-05,0.000605704,2.315084401
240753,Plekha6,"pleckstrin homology domain containing, family A member 6",1,0.983466764,-0.029656459,-4.016043286,0.001339927,0.007501697,-0.986551824
244867,Arhgap20,Rho GTPase activating protein 20,9,0.982472065,2.652942343,-5.608314402,7.12E-05,0.00101857,1.500501314
72097,2010300C02Rik,RIKEN cDNA 2010300C02 gene,1,0.982423894,0.655761594,-4.525021119,0.00050741,0.003837087,-0.121786696
14063,F2rl1,coagulation factor II (thrombin) receptor-like 1,13,0.981323485,3.555005028,-7.955582552,1.74E-06,9.26E-05,5.119505408
13723,Emb,embigin,13,0.980861042,3.396954124,-7.163627617,5.60E-06,0.000195907,3.938838577
100861785,NA,NA,NA,0.97554294,1.359570007,-5.267608358,0.000129814,0.001479759,1.131434368
218194,Phactr1,phosphatase and actin regulator 1,13,0.975007569,2.078216522,-4.738041068,0.000340776,0.002860109,0.019662252
170711,Otud7a,OTU domain containing 7A,7,0.973848059,2.786035727,-6.943604259,7.87E-06,0.000239037,3.711316376
56325,Abcb9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",5,0.972062312,1.677317909,-4.49459542,0.000537328,0.003987495,-0.360769497
626391,Zfp951,zinc finger protein 951,5,0.971243923,1.431114702,-5.043869703,0.000194305,0.001947581,0.695819147
107065,Lrrtm2,leucine rich repeat transmembrane neuronal 2,18,0.971192841,3.284095123,-7.71446341,2.46E-06,0.00011636,4.816198471
226180,Ina,"internexin neuronal intermediate filament protein, alpha",19,0.970838918,1.397500973,-4.114044597,0.001109264,0.006566957,-1.027584248
13612,Edil3,EGF-like repeats and discoidin I-like domains 3,13,0.969379458,1.223449353,-4.601244001,0.000439774,0.003448856,-0.06583138
319924,Apba1,"amyloid beta (A4) precursor protein binding, family A, member 1",19,0.968315843,1.786303781,-5.526929717,8.20E-05,0.00110401,1.522944338
328234,Rnf182,ring finger protein 182,13,0.968088949,1.301682543,-4.22682799,0.00089347,0.005683761,-0.783696038
269181,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",1,0.961327724,5.104611359,-10.82628862,4.48E-08,1.41E-05,8.629874812
18389,Oprl1,opioid receptor-like 1,2,0.960254945,1.088094423,-4.272395828,0.000818974,0.005354088,-0.660672263
57344,As3mt,arsenic (+3 oxidation state) methyltransferase,19,0.959368209,1.912005066,-5.530658457,8.15E-05,0.001100468,1.496887081
16572,Kif5a,kinesin family member 5A,10,0.957405053,1.734140052,-4.866037274,0.000268987,0.002411222,0.338312946
26408,Map3k5,mitogen-activated protein kinase kinase kinase 5,10,0.95706816,1.788727191,-5.556740222,7.79E-05,0.001074312,1.563792797
330863,Trim67,tripartite motif-containing 67,8,0.955283577,2.670626345,-4.777508938,0.000316735,0.002702901,-0.039672972
212996,Wbscr17,Williams-Beuren syndrome chromosome region 17 homolog (human),5,0.954828234,2.495984506,-5.997393904,3.65E-05,0.000661039,2.191557725
72535,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1",4,0.954811072,1.345112851,-4.610256425,0.000432417,0.003409958,-0.060712843
242481,Palm2,paralemmin 2,4,0.954637614,1.201032427,-3.886564064,0.00172189,0.009002426,-1.409990075
116837,Rims1,regulating synaptic membrane exocytosis 1,1,0.953760064,1.985415007,-5.575211957,7.54E-05,0.001055754,1.562290876
235587,Parp3,"poly (ADP-ribose) polymerase family, member 3",9,0.953516665,1.631320428,-3.841163702,0.001880732,0.009600034,-1.610302351
27204,Syn3,synapsin III,10,0.951187925,1.774093965,-5.441938836,9.53E-05,0.001204123,1.366384083
17984,Ndn,necdin,7,0.950967205,6.720314816,-17.0635282,1.37E-10,3.24E-07,14.54643818
20617,Snca,"synuclein, alpha",6,0.950188451,3.99597886,-8.905714619,4.71E-07,4.37E-05,6.381044709
100503374,Gm17435,"predicted gene, 17435",8,0.950144736,0.677143918,-3.874064167,0.001764209,0.009186542,-1.36698713
214359,Tmem51,transmembrane protein 51,4,0.94953771,0.660504436,-3.95857432,0.001497466,0.008119401,-1.183050286
14778,Gpx3,glutathione peroxidase 3,11,0.949472506,3.806693562,-6.959764529,7.68E-06,0.000237371,3.532871632
110351,Rap1gap,Rap1 GTPase-activating protein,4,0.949260819,4.957380364,-7.029963169,6.88E-06,0.00021994,3.388153559
218820,Zfp503,zinc finger protein 503,14,0.948939188,0.171042499,-3.868955334,0.001781809,0.009243054,-1.278113872
78688,Nol3,nucleolar protein 3 (apoptosis repressor with CARD domain),8,0.941791895,1.437160947,-4.684182541,0.00037667,0.003085051,0.047077476
674842,Gm9631,predicted gene 9631,11,0.941641386,1.145574558,-4.866456744,0.000268779,0.00241088,0.42663374
14417,Gad2,glutamic acid decarboxylase 2,2,0.940594222,2.261781846,-4.246023787,0.000861275,0.00556173,-0.978988101
55994,Smad9,SMAD family member 9,3,0.93985082,0.874485885,-4.156587256,0.001022195,0.006217081,-0.842943875
329782,4930570G19Rik,RIKEN cDNA 4930570G19 gene,3,0.939135365,0.882620505,-3.863573235,0.001800543,0.009301114,-1.410532144
107351,Kank1,KN motif and ankyrin repeat domains 1,19,0.93752565,3.911383745,-6.208703026,2.56E-05,0.000522766,2.243344206
27062,Cadps,Ca2+-dependent secretion activator,14,0.935900522,5.141752487,-11.59808274,1.91E-08,1.00E-05,9.518528874
380928,Lmo7,LIM domain only 7,14,0.933361391,1.362125538,-4.576813724,0.000460374,0.003559393,-0.147680004
59012,Moxd1,"monooxygenase, DBH-like 1",10,0.933159956,6.309079316,-8.543587403,7.66E-07,5.86E-05,5.501123703
56471,Stmn4,stathmin-like 4,14,0.932364089,2.22601258,-4.741934217,0.000338323,0.002844335,-0.012756705
69440,Dennd6b,DENN/MADD domain containing 6B,15,0.931784805,2.465679316,-5.308786099,0.000120615,0.001406452,0.978499571
384061,Fndc5,fibronectin type III domain containing 5,4,0.928187249,2.211101017,-5.861555593,4.60E-05,0.000767893,2.020518391
21355,Tap2,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",17,0.928134006,2.064392001,-6.090316258,3.12E-05,0.00059473,2.439432422
272009,Srsf12,serine/arginine-rich splicing factor 12,4,0.926980237,1.996078649,-5.326533307,0.000116862,0.001377137,1.115579968
320311,Rnf152,ring finger protein 152,1,0.925799447,1.502242499,-4.230671968,0.000886926,0.005650428,-0.831040166
432763,Prr7,proline rich 7 (synaptic),13,0.922561951,1.728478149,-4.344882328,0.000713365,0.004874321,-0.667853707
71519,Cyp2u1,"cytochrome P450, family 2, subfamily u, polypeptide 1",3,0.921535299,2.191780965,-5.828945545,4.86E-05,0.000795088,1.962898273
108800,Ston2,stonin 2,12,0.92114821,2.967321679,-6.57330658,1.41E-05,0.000354853,3.071915425
15571,Elavl3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",9,0.917792904,3.756028793,-6.615477231,1.32E-05,0.000338179,2.964600362
20541,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",17,0.9176825,3.980388563,-8.323676827,1.04E-06,6.92E-05,5.558616288
15114,Hap1,huntingtin-associated protein 1,11,0.917167412,4.788253154,-10.02662432,1.14E-07,1.85E-05,7.702868943
